2024-06-16 18:51:41.354 WARN Main : WARN
2024-06-16 18:51:41.364 ERROR Main : ERROR
2024-06-16 18:51:41.366 FATAL Main : FATAL
2024-06-16 18:51:41.376 WARN Main : waiting for link to connect
2024-06-16 18:51:41.376 INFO osc.OscSynced : creating synced value for /bpm
2024-06-16 18:51:41.374 INFO osc.OscSynced : creating synced value for /linkConnected
2024-06-16 18:51:41.376 INFO osc.OscSynced : creating synced value for /peers
2024-06-16 18:51:41.467 INFO Link : connecting to ableton link...
2024-06-16 18:51:41.900 INFO osc.OscSynced : creating synced value for /sprite_FX/label/0
2024-06-16 18:51:41.900 INFO osc.OscSynced : creating synced value for /sprite_FX/label/2
2024-06-16 18:51:41.900 INFO osc.OscSynced : creating synced value for /sprite_FX/label/4
2024-06-16 18:51:41.905 INFO osc.OscSynced : creating synced value for /sprite_FX/label/6
2024-06-16 18:51:41.900 INFO osc.OscSynced : creating synced value for /sprite_FX/label/3
2024-06-16 18:51:41.901 INFO osc.OscSynced : creating synced value for /sprite_FX/label/5
2024-06-16 18:51:41.905 INFO osc.OscSynced : creating synced value for /sprite_FX/label/9
2024-06-16 18:51:41.905 INFO osc.OscSynced : creating synced value for /sprite_FX/label/7
2024-06-16 18:51:41.905 INFO osc.OscSynced : creating synced value for /sprite_FX/label/8
2024-06-16 18:51:41.900 INFO osc.OscSynced : creating synced value for /sprite_FX/label/1
2024-06-16 18:51:41.905 INFO osc.OscSynced : creating synced value for /sprite_FX/label/10
2024-06-16 18:51:41.905 INFO osc.OscSynced : creating synced value for /sprite_FX/label/11
2024-06-16 18:51:41.905 INFO osc.OscSynced : creating synced value for /sprite_FX/label/12
2024-06-16 18:51:41.906 INFO osc.OscSynced : creating synced value for /sprite_FX/label/13
2024-06-16 18:51:41.906 INFO osc.OscSynced : creating synced value for /sprite_FX/label/14
2024-06-16 18:51:41.906 INFO osc.OscSynced : creating synced value for /sprite_FX/label/15
2024-06-16 18:51:41.906 INFO osc.OscSynced : creating synced value for /sprite_FX/label/16
2024-06-16 18:51:41.906 INFO osc.OscSynced : creating synced value for /sprite_FX/label/17
2024-06-16 18:51:41.907 INFO osc.OscSynced : creating synced value for /sprite_FX/label/18
2024-06-16 18:51:41.907 INFO osc.OscSynced : creating synced value for /sprite_FX/label/19
2024-06-16 18:51:41.907 INFO osc.OscSynced : creating synced value for /sprite_FX/label/20
2024-06-16 18:51:41.907 INFO osc.OscSynced : creating synced value for /sprite_FX/label/21
2024-06-16 18:51:41.907 INFO osc.OscSynced : creating synced value for /sprite_FX/label/22
