2024-06-16 20:39:16.272 WARN Main : WARN
2024-06-16 20:39:16.284 ERROR Main : ERROR
2024-06-16 20:39:16.285 FATAL Main : FATAL
2024-06-16 20:39:16.297 WARN Main : waiting for link to connect
2024-06-16 20:39:16.295 INFO osc.OscSynced : creating synced value for /linkConnected
2024-06-16 20:39:16.297 INFO osc.OscSynced : creating synced value for /bpm
2024-06-16 20:39:16.297 INFO osc.OscSynced : creating synced value for /peers
2024-06-16 20:39:16.380 INFO Link : connecting to ableton link...
2024-06-16 20:39:16.819 INFO osc.OscSynced : creating synced value for /sprite_FX/label/0
2024-06-16 20:39:16.819 INFO osc.OscSynced : creating synced value for /sprite_FX/label/1
2024-06-16 20:39:16.819 INFO osc.OscSynced : creating synced value for /sprite_FX/label/2
2024-06-16 20:39:16.819 INFO osc.OscSynced : creating synced value for /sprite_FX/label/3
2024-06-16 20:39:16.824 INFO osc.OscSynced : creating synced value for /sprite_FX/label/4
2024-06-16 20:39:16.824 INFO osc.OscSynced : creating synced value for /sprite_FX/label/5
2024-06-16 20:39:16.824 INFO osc.OscSynced : creating synced value for /sprite_FX/label/6
2024-06-16 20:39:16.825 INFO osc.OscSynced : creating synced value for /sprite_FX/label/7
2024-06-16 20:39:16.825 INFO osc.OscSynced : creating synced value for /sprite_FX/label/8
2024-06-16 20:39:16.825 INFO osc.OscSynced : creating synced value for /sprite_FX/label/10
2024-06-16 20:39:16.825 INFO osc.OscSynced : creating synced value for /sprite_FX/label/11
2024-06-16 20:39:16.825 INFO osc.OscSynced : creating synced value for /sprite_FX/label/9
2024-06-16 20:39:16.825 INFO osc.OscSynced : creating synced value for /sprite_FX/label/12
2024-06-16 20:39:16.825 INFO osc.OscSynced : creating synced value for /sprite_FX/label/13
2024-06-16 20:39:16.825 INFO osc.OscSynced : creating synced value for /sprite_FX/label/14
2024-06-16 20:39:16.825 INFO osc.OscSynced : creating synced value for /sprite_FX/label/15
2024-06-16 20:39:16.825 INFO osc.OscSynced : creating synced value for /sprite_FX/label/16
2024-06-16 20:39:16.825 INFO osc.OscSynced : creating synced value for /sprite_FX/label/17
