2024-06-16 20:18:20.768 WARN Main : WARN
2024-06-16 20:18:20.779 ERROR Main : ERROR
2024-06-16 20:18:20.780 FATAL Main : FATAL
2024-06-16 20:18:20.792 WARN Main : waiting for link to connect
2024-06-16 20:18:20.788 INFO osc.OscSynced : creating synced value for /linkConnected
2024-06-16 20:18:20.790 INFO osc.OscSynced : creating synced value for /bpm
2024-06-16 20:18:20.790 INFO osc.OscSynced : creating synced value for /peers
2024-06-16 20:18:20.893 INFO Link : connecting to ableton link...
2024-06-16 20:18:21.317 INFO osc.OscSynced : creating synced value for /sprite_FX/label/0
2024-06-16 20:18:21.317 INFO osc.OscSynced : creating synced value for /sprite_FX/label/1
2024-06-16 20:18:21.322 INFO osc.OscSynced : creating synced value for /sprite_FX/label/2
2024-06-16 20:18:21.322 INFO osc.OscSynced : creating synced value for /sprite_FX/label/4
2024-06-16 20:18:21.322 INFO osc.OscSynced : creating synced value for /sprite_FX/label/3
2024-06-16 20:18:21.322 INFO osc.OscSynced : creating synced value for /sprite_FX/label/5
2024-06-16 20:18:21.322 INFO osc.OscSynced : creating synced value for /sprite_FX/label/6
2024-06-16 20:18:21.324 INFO osc.OscSynced : creating synced value for /sprite_FX/label/7
2024-06-16 20:18:21.324 INFO osc.OscSynced : creating synced value for /sprite_FX/label/8
2024-06-16 20:18:21.324 INFO osc.OscSynced : creating synced value for /sprite_FX/label/10
2024-06-16 20:18:21.324 INFO osc.OscSynced : creating synced value for /sprite_FX/label/9
2024-06-16 20:18:21.324 INFO osc.OscSynced : creating synced value for /sprite_FX/label/11
2024-06-16 20:18:21.324 INFO osc.OscSynced : creating synced value for /sprite_FX/label/12
2024-06-16 20:18:21.325 INFO osc.OscSynced : creating synced value for /sprite_FX/label/13
2024-06-16 20:18:21.325 INFO osc.OscSynced : creating synced value for /sprite_FX/label/14
2024-06-16 20:18:21.325 INFO osc.OscSynced : creating synced value for /sprite_FX/label/15
2024-06-16 20:18:21.326 INFO osc.OscSynced : creating synced value for /sprite_FX/label/16
2024-06-16 20:18:21.326 INFO osc.OscSynced : creating synced value for /sprite_FX/label/17
2024-06-16 20:18:21.326 INFO osc.OscSynced : creating synced value for /sprite_FX/label/19
2024-06-16 20:18:21.326 INFO osc.OscSynced : creating synced value for /sprite_FX/label/20
2024-06-16 20:18:21.326 INFO osc.OscSynced : creating synced value for /sprite_FX/label/18
2024-06-16 20:18:21.326 INFO osc.OscSynced : creating synced value for /sprite_FX/label/21
2024-06-16 20:18:21.326 INFO osc.OscSynced : creating synced value for /sprite_FX/label/22
2024-06-16 20:18:21.326 INFO osc.OscSynced : creating synced value for /sprite_FX/label/23
2024-06-16 20:18:21.327 INFO osc.OscSynced : creating synced value for /sprite_FX/label/27
2024-06-16 20:18:21.326 INFO osc.OscSynced : creating synced value for /sprite_FX/label/24
2024-06-16 20:18:21.327 INFO osc.OscSynced : creating synced value for /sprite_FX/label/26
2024-06-16 20:18:21.327 INFO osc.OscSynced : creating synced value for /sprite_FX/label/25
2024-06-16 20:18:21.332 INFO osc.OscSynced : creating synced value for /sprite_FX/label/29
2024-06-16 20:18:21.328 INFO osc.OscSynced : creating synced value for /sprite_FX/label/28
2024-06-16 20:18:21.332 INFO osc.OscSynced : creating synced value for /sprite_FX/label/30
2024-06-16 20:18:21.332 INFO osc.OscSynced : creating synced value for /sprite_FX/label/31
2024-06-16 20:18:21.332 INFO osc.OscSynced : creating synced value for /sprite_FX/label/32
2024-06-16 20:18:21.332 INFO osc.OscSynced : creating synced value for /sprite_FX/label/33
2024-06-16 20:18:21.332 INFO osc.OscSynced : creating synced value for /sprite_FX/label/34
2024-06-16 20:18:21.332 INFO osc.OscSynced : creating synced value for /sprite_FX/label/35
2024-06-16 20:18:21.332 INFO osc.OscSynced : creating synced value for /sprite_FX/label/36
2024-06-16 20:18:21.332 INFO osc.OscSynced : creating synced value for /sprite_FX/label/38
2024-06-16 20:18:21.332 INFO osc.OscSynced : creating synced value for /sprite_FX/label/37
2024-06-16 20:18:21.332 INFO osc.OscSynced : creating synced value for /sprite_FX/label/39
2024-06-16 20:18:21.334 INFO osc.OscSynced : creating synced value for /sprite_FX/label/40
2024-06-16 20:18:21.334 INFO osc.OscSynced : creating synced value for /sprite_FX/label/41
2024-06-16 20:18:21.334 INFO osc.OscSynced : creating synced value for /sprite_FX/label/42
2024-06-16 20:18:21.334 INFO osc.OscSynced : creating synced value for /sprite_FX/label/43
2024-06-16 20:18:21.334 INFO osc.OscSynced : creating synced value for /sprite_FX/label/44
2024-06-16 20:18:21.334 INFO osc.OscSynced : creating synced value for /sprite_FX/label/45
2024-06-16 20:18:21.334 INFO osc.OscSynced : creating synced value for /sprite_FX/label/46
2024-06-16 20:18:21.334 INFO osc.OscSynced : creating synced value for /sprite_FX/label/47
2024-06-16 20:18:21.334 INFO osc.OscSynced : creating synced value for /sprite_FX/label/48
2024-06-16 20:18:21.334 INFO osc.OscSynced : creating synced value for /sprite_FX/label/49
2024-06-16 20:18:21.334 INFO osc.OscSynced : creating synced value for /sprite_FX/label/50
2024-06-16 20:18:21.334 INFO osc.OscSynced : creating synced value for /sprite_FX/label/51
2024-06-16 20:18:21.334 INFO osc.OscSynced : creating synced value for /sprite_FX/label/52
2024-06-16 20:18:21.334 INFO osc.OscSynced : creating synced value for /sprite_FX/label/53
2024-06-16 20:18:21.335 INFO osc.OscSynced : creating synced value for /sprite_FX/label/54
2024-06-16 20:18:21.335 INFO osc.OscSynced : creating synced value for /sprite_FX/label/55
2024-06-16 20:18:21.335 INFO osc.OscSynced : creating synced value for /sprite_FX/label/58
2024-06-16 20:18:21.335 INFO osc.OscSynced : creating synced value for /sprite_FX/label/56
2024-06-16 20:18:21.335 INFO osc.OscSynced : creating synced value for /sprite_FX/label/57
2024-06-16 20:18:21.335 INFO osc.OscSynced : creating synced value for /sprite_FX/label/59
2024-06-16 20:18:21.335 INFO osc.OscSynced : creating synced value for /sprite_FX/label/60
2024-06-16 20:18:21.335 INFO osc.OscSynced : creating synced value for /sprite_FX/label/61
2024-06-16 20:18:21.335 INFO osc.OscSynced : creating synced value for /sprite_FX/label/62
2024-06-16 20:18:21.335 INFO osc.OscSynced : creating synced value for /sprite_FX/label/63
2024-06-16 20:18:21.335 INFO osc.OscSynced : creating synced value for /sprite_FX/label/64
2024-06-16 20:18:21.335 INFO osc.OscSynced : creating synced value for /sprite_FX/label/65
2024-06-16 20:18:21.336 INFO osc.OscSynced : creating synced value for /sprite_FX/label/66
2024-06-16 20:18:21.336 INFO osc.OscSynced : creating synced value for /sprite_FX/label/67
2024-06-16 20:18:21.336 INFO osc.OscSynced : creating synced value for /sprite_FX/label/68
2024-06-16 20:18:21.336 INFO osc.OscSynced : creating synced value for /sprite_FX/label/69
2024-06-16 20:18:21.336 INFO osc.OscSynced : creating synced value for /sprite_FX/label/70
2024-06-16 20:18:21.336 INFO osc.OscSynced : creating synced value for /sprite_FX/label/71
2024-06-16 20:18:21.336 INFO osc.OscSynced : creating synced value for /sprite_FX/label/72
2024-06-16 20:18:21.336 INFO osc.OscSynced : creating synced value for /sprite_FX/label/73
2024-06-16 20:18:21.336 INFO osc.OscSynced : creating synced value for /sprite_FX/label/74
2024-06-16 20:18:21.336 INFO osc.OscSynced : creating synced value for /sprite_FX/label/75
2024-06-16 20:18:21.336 INFO osc.OscSynced : creating synced value for /sprite_FX/label/77
2024-06-16 20:18:21.336 INFO osc.OscSynced : creating synced value for /sprite_FX/label/76
2024-06-16 20:18:21.336 INFO osc.OscSynced : creating synced value for /sprite_FX/label/78
2024-06-16 20:18:21.337 INFO osc.OscSynced : creating synced value for /sprite_FX/label/79
2024-06-16 20:18:21.337 INFO osc.OscSynced : creating synced value for /sprite_FX/label/80
2024-06-16 20:18:21.337 INFO osc.OscSynced : creating synced value for /sprite_FX/label/81
2024-06-16 20:18:21.337 INFO osc.OscSynced : creating synced value for /sprite_FX/label/82
2024-06-16 20:18:21.337 INFO osc.OscSynced : creating synced value for /sprite_FX/label/83
2024-06-16 20:18:21.337 INFO osc.OscSynced : creating synced value for /sprite_FX/label/84
2024-06-16 20:18:21.337 INFO osc.OscSynced : creating synced value for /sprite_FX/label/85
2024-06-16 20:18:21.337 INFO osc.OscSynced : creating synced value for /sprite_FX/label/86
2024-06-16 20:18:21.337 INFO osc.OscSynced : creating synced value for /sprite_FX/label/87
2024-06-16 20:18:21.337 INFO osc.OscSynced : creating synced value for /sprite_FX/label/88
2024-06-16 20:18:21.337 INFO osc.OscSynced : creating synced value for /sprite_FX/label/89
2024-06-16 20:18:21.337 INFO osc.OscSynced : creating synced value for /sprite_FX/label/90
2024-06-16 20:18:21.338 INFO osc.OscSynced : creating synced value for /sprite_FX/label/92
2024-06-16 20:18:21.337 INFO osc.OscSynced : creating synced value for /sprite_FX/label/91
2024-06-16 20:18:21.338 INFO osc.OscSynced : creating synced value for /sprite_FX/label/94
2024-06-16 20:18:21.338 INFO osc.OscSynced : creating synced value for /sprite_FX/label/95
2024-06-16 20:18:21.338 INFO osc.OscSynced : creating synced value for /sprite_FX/label/93
2024-06-16 20:18:21.338 INFO osc.OscSynced : creating synced value for /sprite_FX/label/96
2024-06-16 20:18:21.338 INFO osc.OscSynced : creating synced value for /sprite_FX/label/97
2024-06-16 20:18:21.338 INFO osc.OscSynced : creating synced value for /sprite_FX/label/98
2024-06-16 20:18:21.338 INFO osc.OscSynced : creating synced value for /sprite_FX/label/99
2024-06-16 20:18:21.410 INFO osc.OscSynced : creating synced value for /composition/groups/1/video/effects/motionextraction/bypassed
2024-06-16 20:18:21.410 INFO osc.OscSynced : creating synced value for /composition/groups/1/video/effects/motionextraction/effect/delay
2024-06-16 20:18:21.411 INFO osc.OscSynced : creating synced value for /composition/groups/1/video/effects/automask/bypassed
2024-06-16 20:18:21.411 INFO osc.OscSynced : creating synced value for /resolume/1/motion_extraction/enabled
2024-06-16 20:18:21.418 INFO osc.OscSynced : creating synced value for /resolume/1/motion_extraction/delay
2024-06-16 20:18:21.419 INFO osc.OscSynced : creating synced value for /resolume/1/auto_mask
2024-06-16 20:18:21.425 INFO osc.OscSynced : creating synced value for /composition/groups/2/video/effects/motionextraction/bypassed
2024-06-16 20:18:21.426 INFO osc.OscSynced : creating synced value for /composition/groups/2/video/effects/automask/bypassed
2024-06-16 20:18:21.425 INFO osc.OscSynced : creating synced value for /composition/groups/2/video/effects/motionextraction/effect/delay
2024-06-16 20:18:21.426 INFO osc.OscSynced : creating synced value for /resolume/2/motion_extraction/enabled
2024-06-16 20:18:21.426 INFO osc.OscSynced : creating synced value for /resolume/2/auto_mask
2024-06-16 20:18:21.426 INFO osc.OscSynced : creating synced value for /resolume/2/motion_extraction/delay
2024-06-16 20:18:21.427 INFO osc.OscSynced : creating synced value for /composition/groups/3/video/effects/motionextraction/bypassed
2024-06-16 20:18:21.427 INFO osc.OscSynced : creating synced value for /composition/groups/3/video/effects/motionextraction/effect/delay
2024-06-16 20:18:21.427 INFO osc.OscSynced : creating synced value for /composition/groups/3/video/effects/automask/bypassed
2024-06-16 20:18:21.427 INFO osc.OscSynced : creating synced value for /resolume/3/motion_extraction/enabled
2024-06-16 20:18:21.427 INFO osc.OscSynced : creating synced value for /resolume/3/auto_mask
2024-06-16 20:18:21.427 INFO osc.OscSynced : creating synced value for /resolume/3/motion_extraction/delay
2024-06-16 20:18:21.427 INFO osc.OscSynced : creating synced value for /composition/groups/4/video/effects/motionextraction/bypassed
2024-06-16 20:18:21.427 INFO osc.OscSynced : creating synced value for /composition/groups/4/video/effects/motionextraction/effect/delay
2024-06-16 20:18:21.427 INFO osc.OscSynced : creating synced value for /composition/groups/4/video/effects/automask/bypassed
2024-06-16 20:18:21.427 INFO osc.OscSynced : creating synced value for /resolume/4/auto_mask
2024-06-16 20:18:21.427 INFO osc.OscSynced : creating synced value for /resolume/4/motion_extraction/enabled
2024-06-16 20:18:21.427 INFO osc.OscSynced : creating synced value for /resolume/4/motion_extraction/delay
2024-06-16 20:18:21.486 INFO osc.OSCUtil : creating buttons for group 1 layer 1 (1)
2024-06-16 20:18:21.487 INFO osc.OscSynced : creating synced value for /composition/layers/1/connectspecificclip
2024-06-16 20:18:21.490 INFO osc.OSCUtil : creating buttons for group 1 layer 2 (2)
2024-06-16 20:18:21.490 INFO osc.OscSynced : creating synced value for /composition/layers/2/connectspecificclip
2024-06-16 20:18:21.490 INFO osc.OSCUtil : creating buttons for group 1 layer 3 (3)
2024-06-16 20:18:21.490 INFO osc.OscSynced : creating synced value for /composition/layers/3/connectspecificclip
